path	license	bucket	reason
audio/battle_anims/Crash.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Damage1.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Darkness2.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Darkness6.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Defense Curl.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Dizzy Punch.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Earth1.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Earth3.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Earth4.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Earth5.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Explosion.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Explosion1.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Explosion2.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Explosion3.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Explosion4.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Explosion6.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Explosion7.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Fire1.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Fire2.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Fire3.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Fire4.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Fire5.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Fire6.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Flail.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Flash2.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Follow Me.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Fury Swipes.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/GEN8- Electricity1.wav	UNLICENSED	REPLACE_LICENSE_BLOCKER	No explicit reusable license found in nearest REUSE metadata
audio/battle_anims/GEN8- Exclaim.wav	UNLICENSED	REPLACE_LICENSE_BLOCKER	No explicit reusable license found in nearest REUSE metadata
audio/battle_anims/GEN8- Revelation Dance 1.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/GEN8- Revelation Dance 2.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Gen8- Pyroball.wav	UNLICENSED	REPLACE_LICENSE_BLOCKER	No explicit reusable license found in nearest REUSE metadata
audio/battle_anims/Harden.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Ice2.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Ice5.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Ice8.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Knock.m4a	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Lock On.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Lovely Kiss.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Lucky Chant.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Mega Punch.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Metronome.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/MiningCollapse.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/MiningPing.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/Natural Gift.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/PRSFX- Absorb1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Absorb2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Accelerock1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Accelerock2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Accelerock3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acid Armor1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acid Armor2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acid Spray.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acid.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acrobatics1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acrobatics2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acrobatics3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acupressure1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Acupressure2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aerial Ace.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aeroblast.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- After You1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- After You2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Agility.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Air Cutter1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Air Cutter2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Air Slash1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Air Slash2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Air Slash3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- All Out Pummeling1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- All Out Pummeling2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- All Out Pummeling3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Ally Switch.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Amnesia.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Anchor Shot.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Anchor Shot1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Anchor Shot2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Ancient Power1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Ancient Power2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aqua Jet.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aqua Ring1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aqua Ring2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aqua Tail.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Arm Thrust.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aromatherapy.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aromatic Mist.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Assist.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Assurance.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Astonish1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Astonish2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Attack Order1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Attack Order2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Attract.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Attract1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Attract2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aura Sphere1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aura Sphere2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aurora Beam.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aurora Veil1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aurora Veil2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aurora Veil3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Aurora Veil4.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Autotomize.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Autotomize1.mp3	LicenseRef-FAIR-USE	REPLACE_LICENSE_BLOCKER	Upstream marks asset as Nintendo/Creatures/GAME FREAK IP under fair-use only
audio/battle_anims/PRSFX- Autotomize2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Avalanche.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Baby Doll Eyes.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Baneful Bunker1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Baneful Bunker2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Baneful Bunker3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Barrage1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Barrage2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Barrier.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Baton Pass1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Baton Pass2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Beak Blast1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Beak Blast2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Beak Blast3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Beak Blast4.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Beat Up.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Belch1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Belch2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Belch3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Belly Drum.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bestow1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bestow2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bide1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bide2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bind.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bite.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Black Hole Eclipse1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Black Hole Eclipse2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Black Hole Eclipse3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Black Hole Eclipse4.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blast Burn.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blast Burn2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blast Burn3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blaze Kick1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blaze Kick2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blizzard.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Block.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bloom Doom1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bloom Doom2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bloom Doom3.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blue Flare1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Blue Flare2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Body Slam1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Body Slam2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bolt Strike1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bolt Strike2.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
audio/battle_anims/PRSFX- Bone Club1.wav	LicenseRef-POKEMON-REBORN	REPLACE_LICENSE_BLOCKER	Third-party borrow terms are not a clean commercial license
